7,2,,,2,2,t,
11,2,,,3,3,,
5,100,,,3,1,,
21,100,,,4,1,,
22,100,,,10,1,,
2,100,,,16,1,,
1,100,,,18,1,,
3,100,,,17,1,,
4,100,,,2,1,,
31,100,,,19,9,,
8,5,,,12,8,f,
29,5,,,13,8,f,
16,5,,,14,8,f,
18,5,,,15,8,f,
26,5,,,5,4,t,
28,5,,,9,6,t,
30,5,,,10,7,t,
19,5,,,2,4,t,
20,5,,,3,4,t,
14,5,,,7,4,t,
27,5,,,6,4,t,
25,5,,,4,4,t,
23,5,,,1,2,t,
6,5,,,3,2,t,
9,5,,,4,2,t,
10,5,,,5,2,t,
12,5,,,4,3,,
13,5,,,5,3,,
15,5,,,6,3,,
17,5,,,7,3,,
